Site,ECE_Retrieval_Val,ECE_Forecast_Val,ECE_Combined_Val,MSE_Retrieval_Val,RMSE_Retrieval_Val,MAE_Retrieval_Val,MSE_Forecast_Val,RMSE_Forecast_Val,MAE_Forecast_Val,MSE_Combined_Val,RMSE_Combined_Val,MAE_Combined_Val,Unbiased_RMSE_Retrieval_Val,Unbiased_RMSE_Forecast_Val,Unbiased_RMSE_Combined_Val
jr2,2.6224489795918364,2.341836734693877,1.8877551020408156,0.0004125088224887436,0.0203103132050873,0.015232443916424783,0.000786616772687312,0.028046689157319657,0.02003353327684714,0.0004552125233969269,0.021335710051388655,0.015597256670351736,0.019903150777978718,0.02779941937777073,0.021211049181363902
